profile,food_name,occurrence_count,source_diet_count,lexical_risk_hits,review_status,decision,ingredient_evidence,reviewer,review_date
vegana,"Batata, inglesa, s/ casca, cozida, drenada, s/ óleo, c/ sal",19,19,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Bebida, café, infusão 10%, s/ açúcar",66,40,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Bebida, chá, infusão, s/ açúcar (média de várias ervas)",14,14,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Bebida, chá, mate, infusão 5%, s/ açúcar",11,10,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Bebida, chá, preto, infusão 5%, s/ açúcar",26,25,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Bebida, infusão, erva-mate, chimarrão, (70g de matéria seca - 30% de ramos e 70% de folhas - em 1 L de água)",3,3,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Berinjela, c/ casca, grelhada, s/ gordura, c/ sal",1,1,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Berinjela, refogada (c/ óleo, cebola e alho), c/ sal",19,19,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Beterraba, cozida, drenada, s/ óleo, c/ sal",10,10,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Beterraba, refogada (c/ óleo, cebola e alho), c/ sal",9,9,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Beterraba, s/ casca, crua",33,33,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Biscoito, arroz",47,47,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Biscoito, doce, simples (média de diferentes tipos)",4,4,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Brócolis, flor, refogado (c/ óleo, cebola e alho), c/ sal",10,10,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Brócolos, flor, cozido, drenado, s/ óleo, c/ sal",57,49,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Cacau, in natura",3,3,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Canela, em pó",4,4,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Canjica, milho, branca, cozida, drenada",4,3,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Caqui, in natura",9,9,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Castanha de caju, crua, s/ sal",51,49,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Castanha do Brasil, crua",75,49,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Catchup, tomate, molho",2,2,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Cebolinha, verde, crua",8,8,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Cenoura, s/ casca, cozida, drenada, s/ óleo, c/ sal",18,16,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Cenoura, s/ casca, crua",30,26,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Cereais, barra (média de diferentes sabores)",3,3,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Cereais, granola, caseira",16,16,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Cereal matinal, milho",13,13,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Chia, semente, seca",55,48,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Chicória, crua",7,7,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Chicória, refogada (c/ óleo, cebola e alho), c/ sal",4,4,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Chuchu, s/ casca, refogado (c/ óleo, cebola e alho), c/ sal",9,9,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Coco, leite",14,14,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Coco, polpa, in natura",40,38,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Coco, água",45,35,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Cogumelo, Paris, cozido, drenado, s/ óleo, c/ sal",4,4,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Couve, crua",12,10,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Couve, manteiga, refogada (c/ óleo, cebola e alho), c/ sal",48,47,"{""dairy"": [""manteiga""]}",PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Couve-flor, cozida, drenada, s/ óleo, c/ sal",26,26,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Cuscuz de milho, cozido, c/ sal",63,49,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Ervilha, grão, seca, partida, cozida, drenada, s/ óleo, c/ sal",54,47,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Espinafre, folha, cru",10,10,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Espinafre, folha, refogada (c/ óleo, cebola e alho), c/ sal",30,30,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Fava, grão, seco, cozida, drenada, s/ óleo, c/ sal",15,14,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,Feijoada vegetariana,32,31,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Feijão, carioca, cozido (50% grão e 50% caldo), c/ óleo, cebola e alho, c/ sal",86,50,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Feijão, fradinho, cozido (50% grão e 50% caldo), c/ óleo, cebola e alho, c/ sal",53,50,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Feijão, guandu, grão, seco, cozido (50% grão e 50% caldo), s/ óleo, cebola e alho, c/ sal",36,31,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Feijão, preto, cozido (50% grão e 50% caldo), c/ carne de boi, músculo, s/ gordura, c/ óleo, cebola e alho, c/ sal",1,1,"{""meat_or_fish"": [""carne"", ""boi"", ""musculo""]}",PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Geleia, s/ açúcar (média de diferentes sabores)",23,22,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Goiaba, inteira, in natura",31,31,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Grão de bico, cozido, dreando, s/ óleo, c/ sal",68,49,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Inhame, s/ casca, cozido, drenado, s/ óleo, c/ sal",20,20,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Inhame, s/ casca, refogado (c/ óleo, cebola e alho), c/ sal",20,20,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Kiwi, in natura",20,20,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Laranja, in natura",18,18,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Leite, vaca, c/ chocolate",4,4,"{""dairy"": [""leite""]}",PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Lentilha, cozida, drenada, c/ óleo, cebola e alho, c/ sal",87,49,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Linhaça, semente",54,46,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Macarrão, trigo, c/ vegetais, c/ sal",7,7,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Macarrão, trigo, cozido, drenado, s/ óleo, c/ sal",35,23,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Macarrão, trigo, integral, cozido, drenado, s/ óleo, c/ sal",60,37,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Mamão, Papaia, polpa, in natura",55,45,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Mamão, polpa, in natura",5,5,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Mandioca (aipim, macaxeira), s/ casca, cozida, drenada, s/ óleo, c/ sal",44,43,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Mandioca, farofa, temperada, c/ sal",9,9,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Mandioca, s/ casca, cozida, assada, s/ óleo, c/ sal",10,10,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Manga, polpa, in natura",5,5,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Margarina, c/ óleo interesterificado (65% lipídeos), s/ sal",20,9,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Maçã, c/ casca, in natura",55,50,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Melado, cana",3,3,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Melancia, polpa, in natura",10,9,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Melão, polpa, in natura",46,46,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Milho, polenta/fubá, cozido, c/ sal",9,9,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Milho, verde, grão, cozido, drenado, c/ sal",7,7,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Morango, in natura",24,19,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Noz, crua",54,48,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Pepino, c/ casca, cru",32,32,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Pera, in natura",48,48,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Pimentão, refogado, c/ sal",10,10,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Pinhão, cozido, s/ sal",18,18,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Pistache, cru, s/ sal",20,19,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Pão francês, trigo, branco, de padaria (médias de diferentes amostras)",58,42,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Pão, sírio, branco",42,42,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Pão, trigo, integral, caseiro",9,9,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Pão, trigo, integral, forma (média de diferentes marcas)",51,39,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Quiabo, c/ casca, refogado (c/ óleo, cebola e alho), c/ sal",10,10,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Quinoa, grão, cozida, s/ óleo, s/ sal",48,47,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Repolho, branco, refogado (c/ óleo, cebola e alho), c/ sal",1,1,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Repolho, cru",21,21,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Repolho, roxo, cru",8,8,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Risoto de cogumelos, c/ arroz polido, c/ sal",9,9,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Risoto de legumes, c/ arroz polido, c/ sal",7,7,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Rúcula, crua",7,7,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Salada de frutas, c/ açúcar",16,16,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Salada de legumes, cozidos no vapor",9,9,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Salada, alface crespa, c/ óleo de soja, c/ sal",7,7,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Salada, beterraba cozida, c/ óleo de soja, c/ sal",8,8,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Salada, folhas e vegetais, c/ óleo de soja e c/ sal",8,8,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Salada, legumes cozidos, c/ óleo de soja, c/ sal",8,8,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Salada, repolho, branco, cru, c/ molho vinagrete (tomate, cebola, salsinha, vinagre e óleo), c/ sal",10,10,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Salada, vegetais crus, s/ óleo, s/ sal",1,1,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Semente de abóbora, inteira, torrada, s/ óleo, s/ sal",44,43,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Semente de girassol, torrada, s/ óleo, s/ sal",42,42,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Soja, extrato, bebida (média de diferentes sabores)",17,13,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Soja, extrato, bebida, natural (média de diferentes amostras)",76,37,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Soja, extrato, solúvel, em pó",8,8,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Soja, grão, cozido, drenado, c/ sal",23,19,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Soja, proteína, texturizada, hidratada (c/ caldo de legumes), refogada, c/ óleo, cebola e alho, c/ sal",48,33,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Soja, tofu",50,33,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Sopa, feijão, preto, c/ sal",7,7,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,Strogonoff de soja,33,31,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Suco natural, abacaxi, s/ açúcar",36,36,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Suco natural, goiaba, vermelha, s/ açúcar",7,7,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Suco natural, manga, s/ açúcar",10,10,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Suco natural, melancia, c/ açúcar",11,7,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Suco natural, melão, s/ açúcar",10,10,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Suco natural, morango, s/ açúcar",10,10,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Suco, clorofila",4,4,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Suco, laranja, s/ açúcar",82,50,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Suco, limonada), s/ açúcar",1,1,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,Tahini (pasta de gergelim),71,38,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Tangerina, Ponkã, in natura",16,16,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Tapioca, sem manteiga, sem recheio",69,49,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Tomate, in natura",99,50,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Tomate, molho, industrializado",11,11,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Tomate, refogado (c/ óleo de soja, cebola e alho), c/ sal",8,8,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Torrada, trigo, integral",2,2,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Trigo para quibe, cozido, s/ sal",3,2,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Uva, in natura",16,16,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Uva, passa, preta",12,12,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Vagem, cozida, drenada, s/ óleo, c/ sal (média de diferentes amostras)",10,10,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Vagem, refogada (c/ óleo, cebola e alho), c/ sal",9,9,{},PENDING_INGREDIENT_VERIFICATION,,,,
vegana,"Óleo, soja",1,1,{},PENDING_INGREDIENT_VERIFICATION,,,,
